일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2016-11-20,9.8,6.4,15.3,14.6,5.1
2016-11-21,9.5,5.1,14.6,8.4,-2.1
2016-11-22,2,-2.1,8.4,3.6,-4.8
2016-11-23,-1.8,-4.8,3.6,2.4,-6.2
2016-11-24,-2.5,-6.2,2.4,6,-3.5
2016-11-25,1,-3.5,6,2.7,-0.7
2016-11-26,0.9,-0.7,2.7,6.6,0.5
2016-11-27,3.3,0.5,6.6,5.6,-1.4
2016-11-28,1.4,-1.4,5.6,8.6,-2.8
2016-11-29,1.7,-2.8,8.6,9.8,0.7
2016-11-30,6,0.7,9.8,7,-1
2016-12-01,4.1,-1,7,7.9,-3.5
2016-12-02,1.6,-3.5,7.9,11.3,-0.7
2016-12-03,4.5,-0.7,11.3,9.5,2
2016-12-04,5.5,2,9.5,10.3,0.5
2016-12-05,5.9,0.5,10.3,4.3,-4.2
2016-12-06,-1.1,-4.2,4.3,7.5,-2.7
2016-12-07,1.7,-2.7,7.5,6.1,-3
2016-12-08,2.1,-3,6.1,4.2,-2.9
2016-12-09,1.4,-2.9,4.2,3.6,-5.9
2016-12-10,-1.6,-5.9,3.6,6.4,-6.1
2016-12-11,-1.1,-6.1,6.4,6.3,-3
2016-12-12,2.3,-3,6.3,8.8,-0.4
2016-12-13,3.4,-0.4,8.8,-0.1,-2.3
2016-12-14,-1.4,-2.3,-0.1,-1.5,-7.6
2016-12-15,-5,-7.6,-1.5,0,-9.8
2016-12-16,-4.7,-9.8,0,8,-2.7
2016-12-17,2.7,-2.7,8,8.1,2.7
2016-12-18,4.9,2.7,8.1,12,4.3
2016-12-19,7.2,4.3,12,13.6,4.4
2016-12-20,7.6,4.4,13.6,12.6,4.1
2016-12-21,7.9,4.1,12.6,11,1.5
2016-12-22,5.5,1.5,11,1.5,-4.4
2016-12-23,-2.5,-4.4,1.5,1.1,-4.3
2016-12-24,-2.4,-4.3,1.1,6.4,-4.5
2016-12-25,1,-4.5,6.4,4.4,1.3
2016-12-26,2.5,1.3,4.4,1.3,-6.3
2016-12-27,-2.3,-6.3,1.3,2.6,-8.4
2016-12-28,-3.7,-8.4,2.6,-1.1,-7.2
2016-12-29,-4.2,-7.2,-1.1,1,-9.1
2016-12-30,-3.9,-9.1,1,5.7,-3.6
2016-12-31,0.7,-3.6,5.7,6.9,-1.6
2017-01-01,2.7,-1.6,6.9,9.2,1.8
2017-01-02,5,1.8,9.2,7.7,-2.3
2017-01-03,2,-2.3,7.7,8.9,1
2017-01-04,3.9,1,8.9,7.3,-0.1
2017-01-05,3.8,-0.1,7.3,11.4,2.5
2017-01-06,5.4,2.5,11.4,10.5,0
2017-01-07,4.6,0,10.5,10.9,4
2017-01-08,6.5,4,10.9,4.3,-3.1
2017-01-09,1.5,-3.1,4.3,1.1,-7.4
2017-01-10,-3.7,-7.4,1.1,1.5,-9.4
2017-01-11,-3.8,-9.4,1.5,1,-6.1
2017-01-12,-2.2,-6.1,1,-1.4,-8.6
2017-01-13,-6,-8.6,-1.4,-5.4,-10.5
2017-01-14,-8.4,-10.5,-5.4,-0.9,-11.5
2017-01-15,-6.6,-11.5,-0.9,4,-8.9
2017-01-16,-3.8,-8.9,4,3.4,-7.1
2017-01-17,-2,-7.1,3.4,2.8,-3
2017-01-18,-0.5,-3,2.8,4.7,-4.9
2017-01-19,-1.2,-4.9,4.7,-1.4,-7.8
2017-01-20,-4.4,-7.8,-1.4,-0.9,-10
2017-01-21,-5.2,-10,-0.9,-3.3,-10.9
2017-01-22,-8.3,-10.9,-3.3,-4.1,-12.6
2017-01-23,-8.9,-12.6,-4.1,-1.3,-11.6
2017-01-24,-7,-11.6,-1.3,0.9,-10.2
2017-01-25,-5.2,-10.2,0.9,3.4,-7.9
2017-01-26,-1.3,-7.9,3.4,3.1,-5.7
2017-01-27,-2.6,-5.7,3.1,4.3,-8.2
2017-01-28,-1.6,-8.2,4.3,2.5,-0.9
2017-01-29,0.8,-0.9,2.5,-0.9,-7.9
2017-01-30,-4.8,-7.9,-0.9,0.2,-9.9
2017-01-31,-5.4,-9.9,0.2,0.7,-7.5
2017-02-01,-4,-7.5,0.7,3.3,-9.2
2017-02-02,-2.7,-9.2,3.3,6.7,-2.3
2017-02-03,1.5,-2.3,6.7,3.2,-2.9
2017-02-04,0.9,-2.9,3.2,2.3,-1.5
2017-02-05,1.2,-1.5,2.3,2.6,-4.4
2017-02-06,-1.7,-4.4,2.6,3,-5.6
2017-02-07,-2,-5.6,3,0.6,-4.9
2017-02-08,-2.2,-4.9,0.6,-2.1,-7.1
2017-02-09,-5.3,-7.1,-2.1,-2.5,-9.3
2017-02-10,-6.6,-9.3,-2.5,0.8,-9.2
2017-02-11,-4.8,-9.2,0.8,4.2,-7.4
2017-02-12,-2.2,-7.4,4.2,6.1,-5.4
2017-02-13,0.1,-5.4,6.1,6.5,-4
2017-02-14,0.3,-4,6.5,8,-3.9
2017-02-15,1.8,-3.9,8,10.3,-1.9
2017-02-16,5.5,-1.9,10.3,9,-5.2
2017-02-17,0.8,-5.2,9,2.9,-7
2017-02-18,-2.6,-7,2.9,5.7,-3.4
2017-02-19,2.3,-3.4,5.7,5.4,-5.2
2017-02-20,-1.5,-5.2,5.4,6.9,-7.6
2017-02-21,-0.6,-7.6,6.9,2.9,-0.9
2017-02-22,1.7,-0.9,2.9,2.1,-4.2
2017-02-23,-1.5,-4.2,2.1,4.4,-5.8
2017-02-24,-0.8,-5.8,4.4,8.4,-2.8
2017-02-25,2.6,-2.8,8.4,10.1,-1.5
2017-02-26,3.6,-1.5,10.1,10.7,-1.8
2017-02-27,3.7,-1.8,10.7,12.3,-1.3
2017-02-28,5.6,-1.3,12.3,11.4,2
2017-03-01,5,2,11.4,6.6,-1.1
2017-03-02,1.8,-1.1,6.6,10.4,-3.1
2017-03-03,3.3,-3.1,10.4,12.7,0.1
2017-03-04,5.7,0.1,12.7,10.4,1.2
2017-03-05,5.2,1.2,10.4,4,-2.8
2017-03-06,0.1,-2.8,4,2.9,-4
2017-03-07,-1.3,-4,2.9,5,-5.3
2017-03-08,-0.1,-5.3,5,10.7,-2.7
2017-03-09,3.2,-2.7,10.7,12.2,-1.2
2017-03-10,4.8,-1.2,12.2,16.7,-0.2
2017-03-11,7.3,-0.2,16.7,14,4.4
2017-03-12,8.2,4.4,14,12.2,1.5
2017-03-13,6.9,1.5,12.2,10.9,1
2017-03-14,5.8,1,10.9,13.3,0.4
2017-03-15,6.3,0.4,13.3,13.4,1
2017-03-16,6.2,1,13.4,15.7,1.2
2017-03-17,7.7,1.2,15.7,16.1,5.9
2017-03-18,9.5,5.9,16.1,18.9,3.2
2017-03-19,10.9,3.2,18.9,15.5,6
2017-03-20,10.2,6,15.5,12.6,4.3
2017-03-21,7.4,4.3,12.6,14.1,1.9
2017-03-22,7.6,1.9,14.1,15,5.1
2017-03-23,9.1,5.1,15,15.2,3.9
2017-03-24,8.7,3.9,15.2,12.6,5
2017-03-25,8.1,5,12.6,11.6,4.8
2017-03-26,7.3,4.8,11.6,10.9,4.4
2017-03-27,6.1,4.4,10.9,12.7,2.5
2017-03-28,7.1,2.5,12.7,14.4,4.7
2017-03-29,8.8,4.7,14.4,17.1,4.1
2017-03-30,10.6,4.1,17.1,12.4,4.9
2017-03-31,8.6,4.9,12.4,15.1,4.8
2017-04-01,9,4.8,15.1,15.8,3.1
2017-04-02,9,3.1,15.8,19.2,4.3
2017-04-03,11.4,4.3,19.2,21.8,6.7
2017-04-04,14.1,6.7,21.8,14.2,10.8
2017-04-05,12,10.8,14.2,12.4,9.4
2017-04-06,10.4,9.4,12.4,23.5,9
2017-04-07,14.5,9,23.5,19.9,8.6
2017-04-08,13,8.6,19.9,20.5,10.6
2017-04-09,14.8,10.6,20.5,23.3,10.1
2017-04-10,16.5,10.1,23.3,20.2,11.5
2017-04-11,15.3,11.5,20.2,16.4,8.8
2017-04-12,11.5,8.8,16.4,19.6,6.3
2017-04-13,12.7,6.3,19.6,17.7,10.1
2017-04-14,13,10.1,17.7,24.3,10.9
2017-04-15,16.8,10.9,24.3,24.4,12.9
2017-04-16,18.7,12.9,24.4,18,11.2
2017-04-17,14.7,11.2,18,17.4,9.4
2017-04-18,11.7,9.4,17.4,18.4,7
2017-04-19,12.6,7,18.4,18.2,9.9
2017-04-20,12.9,9.9,18.2,19.3,7.6
2017-04-21,13.1,7.6,19.3,22.5,8.5
2017-04-22,14.8,8.5,22.5,21.7,8.9
2017-04-23,14.9,8.9,21.7,21.3,8.3
2017-04-24,15.1,8.3,21.3,20.4,12.9
2017-04-25,16,12.9,20.4,20.2,10.5
2017-04-26,15.1,10.5,20.2,19.8,7.9
2017-04-27,13.6,7.9,19.8,21.5,8.9
2017-04-28,14.4,8.9,21.5,23.7,9.6
2017-04-29,17.1,9.6,23.7,27.8,13.7
2017-04-30,19.3,13.7,27.8,28.3,12.8
2017-05-01,20.1,12.8,28.3,28,15.2
2017-05-02,20.7,15.2,28,30.2,14.5
2017-05-03,21.5,14.5,30.2,27.5,14.8
2017-05-04,21,14.8,27.5,27,15.5
2017-05-05,20.9,15.5,27,19.3,10
2017-05-06,14.9,10,19.3,22.8,10.9
2017-05-07,16.6,10.9,22.8,23.5,11.1
2017-05-08,17.9,11.1,23.5,22.6,15.3
2017-05-09,17.1,15.3,22.6,20.8,14.2
2017-05-10,16.4,14.2,20.8,24.8,13.1
2017-05-11,19.3,13.1,24.8,21.1,16.8
2017-05-12,19.1,16.8,21.1,22.6,12.4
2017-05-13,16.4,12.4,22.6,20.7,11
2017-05-14,15.7,11,20.7,20.1,12.3
2017-05-15,16,12.3,20.1,22.3,13.3
2017-05-16,17.1,13.3,22.3,25.9,12.3
2017-05-17,18.6,12.3,25.9,26.9,13.9
2017-05-18,20.4,13.9,26.9,27.9,15.1
2017-05-19,21.1,15.1,27.9,27.3,15.4
2017-05-20,20.9,15.4,27.3,27.6,16
2017-05-21,21.5,16,27.6,28,15.9
2017-05-22,21.8,15.9,28,24.4,17.2
2017-05-23,20,17.2,24.4,27.8,16.9
2017-05-24,21.8,16.9,27.8,24.4,14.4
2017-05-25,19.2,14.4,24.4,23.2,12.4
2017-05-26,17.7,12.4,23.2,26.4,13.7
2017-05-27,19.5,13.7,26.4,27.9,14.4
2017-05-28,21.2,14.4,27.9,29.3,18.1
2017-05-29,22.9,18.1,29.3,30.3,18.6
2017-05-30,23.6,18.6,30.3,29.6,17.7
2017-05-31,23.3,17.7,29.6,27,20
2017-06-01,23.3,20,27,25.6,15.5
2017-06-02,20.5,15.5,25.6,26.5,16.1
2017-06-03,20.5,16.1,26.5,28.1,15.1
2017-06-04,21.7,15.1,28.1,30.3,16.4
2017-06-05,24.2,16.4,30.3,23.9,14.5
2017-06-06,19.4,14.5,23.9,19.2,15.1
2017-06-07,17.6,15.1,19.2,25.9,15.1
2017-06-08,20.1,15.1,25.9,25.7,17.9
2017-06-09,21.2,17.9,25.7,27.5,16.7
2017-06-10,21.5,16.7,27.5,29.6,14.8
2017-06-11,22.8,14.8,29.6,28,17
2017-06-12,22.1,17,28,25.9,18.3
2017-06-13,21.5,18.3,25.9,26.8,17.8
2017-06-14,21.8,17.8,26.8,29.6,18
2017-06-15,23.1,18,29.6,32.7,20
2017-06-16,25.5,20,32.7,29.9,20.6
2017-06-17,24.2,20.6,29.9,31.8,18.6
2017-06-18,24.3,18.6,31.8,30.2,19.5
2017-06-19,24.8,19.5,30.2,32.7,20
2017-06-20,26,20,32.7,31.6,21.7
2017-06-21,25.4,21.7,31.6,30.4,21.2
2017-06-22,25.3,21.2,30.4,34.1,21.3
2017-06-23,26.7,21.3,34.1,27.8,21.5
2017-06-24,24.5,21.5,27.8,28.4,21
2017-06-25,23.8,21,28.4,29.9,20.1
2017-06-26,23.1,20.1,29.9,30.5,20.8
2017-06-27,25.2,20.8,30.5,30.5,22.5
2017-06-28,26,22.5,30.5,31.5,21.9
2017-06-29,26.2,21.9,31.5,30.9,22.2
2017-06-30,25.9,22.2,30.9,30.7,22.4
2017-07-01,25.3,22.4,30.7,26.8,21.9
2017-07-02,24.3,21.9,26.8,27.4,21.9
2017-07-03,24.7,21.9,27.4,31.6,23.8
2017-07-04,26.7,23.8,31.6,32.6,23.3
2017-07-05,27.4,23.3,32.6,34.6,23.9
2017-07-06,27.6,23.9,34.6,28.4,24.4
2017-07-07,26.4,24.4,28.4,27.6,24.6
2017-07-08,26,24.6,27.6,30.3,23.8
2017-07-09,26.3,23.8,30.3,25.4,22.6
2017-07-10,24,22.6,25.4,30.9,22.2
2017-07-11,26,22.2,30.9,31.1,24.9
2017-07-12,27.1,24.9,31.1,32.1,23.1
2017-07-13,27.6,23.1,32.1,33,26.1
2017-07-14,28.7,26.1,33,27.3,23.4
2017-07-15,25,23.4,27.3,28.8,23.4
2017-07-16,26.2,23.4,28.8,29,24
2017-07-17,26.8,24,29,30.7,23.9
2017-07-18,26.5,23.9,30.7,34.1,24.5
2017-07-19,28.3,24.5,34.1,34.9,26
2017-07-20,29.9,26,34.9,32.4,27.3
2017-07-21,29.8,27.3,32.4,32.5,27.5
2017-07-22,29.3,27.5,32.5,28.1,26.1
2017-07-23,27,26.1,28.1,27.3,25.6
2017-07-24,26.2,25.6,27.3,35.4,24.6
2017-07-25,29.4,24.6,35.4,32.8,24.2
2017-07-26,28.7,24.2,32.8,29.7,24.9
2017-07-27,27.1,24.9,29.7,26.9,24.8
2017-07-28,25.5,24.8,26.9,30.1,25
2017-07-29,27.2,25,30.1,32.6,24.7
2017-07-30,27.9,24.7,32.6,27.1,24.8
2017-07-31,25.7,24.8,27.1,33,24.1
2017-08-01,28.6,24.1,33,33,26.6
2017-08-02,30,26.6,33,33.9,27.2
2017-08-03,30.2,27.2,33.9,35.3,25.9
2017-08-04,30.3,25.9,35.3,34.8,27.6
2017-08-05,31.4,27.6,34.8,34,28.2
2017-08-06,29.8,28.2,34,34.4,26.4
2017-08-07,29.2,26.4,34.4,31,25.5
2017-08-08,28.2,25.5,31,32,24.6
2017-08-09,27.6,24.6,32,26.3,23.9
2017-08-10,24.8,23.9,26.3,32.4,23.9
2017-08-11,27,23.9,32.4,32.6,23.2
2017-08-12,27.8,23.2,32.6,28.4,24.2
2017-08-13,26.3,24.2,28.4,27.1,23.1
2017-08-14,24.6,23.1,27.1,24,20.8
2017-08-15,21.9,20.8,24,26.8,20.5
2017-08-16,23.3,20.5,26.8,27.7,21.2
2017-08-17,24.8,21.2,27.7,30.6,23.9
2017-08-18,26.3,23.9,30.6,28.7,23.1
2017-08-19,26.1,23.1,28.7,25.8,22
2017-08-20,23.2,22,25.8,29.2,23.7
2017-08-21,25.8,23.7,29.2,31.5,23.4
2017-08-22,27.3,23.4,31.5,30.2,24.6
2017-08-23,27.2,24.6,30.2,28.1,23.9
2017-08-24,26.5,23.9,28.1,30.6,22.2
2017-08-25,25.3,22.2,30.6,29.2,19
2017-08-26,24.2,19,29.2,26.7,19
2017-08-27,22.7,19,26.7,26.5,18.3
2017-08-28,21.5,18.3,26.5,24,17
2017-08-29,19.5,17,24,23.9,16.1
2017-08-30,19.8,16.1,23.9,27.6,16.6
2017-08-31,22.2,16.6,27.6,29.7,17.1
2017-09-01,23.3,17.1,29.7,29.6,18.6
2017-09-02,23.8,18.6,29.6,29.2,19
2017-09-03,23.7,19,29.2,30.1,19.7
2017-09-04,24.6,19.7,30.1,23.7,20.4
2017-09-05,21.9,20.4,23.7,24,18.5
2017-09-06,20.6,18.5,24,27.5,17.8
2017-09-07,22.4,17.8,27.5,29.9,20.4
2017-09-08,24.3,20.4,29.9,28.2,19.2
2017-09-09,23.8,19.2,28.2,26.1,19.9
2017-09-10,23,19.9,26.1,24.6,18.6
2017-09-11,21.2,18.6,24.6,27.9,17.7
2017-09-12,22.1,17.7,27.9,27.5,15.9
2017-09-13,21.4,15.9,27.5,29.5,14.8
2017-09-14,22.4,14.8,29.5,27.9,17.8
2017-09-15,22.6,17.8,27.9,27.6,16.7
2017-09-16,22,16.7,27.6,29.2,19
2017-09-17,23.1,19,29.2,27.6,16.4
2017-09-18,21.9,16.4,27.6,25.8,20.1
2017-09-19,22.6,20.1,25.8,24.9,14.1
2017-09-20,19.5,14.1,24.9,27,14.2
2017-09-21,20.3,14.2,27,26.8,15.4
2017-09-22,20.6,15.4,26.8,27.3,17.6
2017-09-23,21.8,17.6,27.3,27.9,18.8
2017-09-24,22.4,18.8,27.9,30.1,17.4
2017-09-25,23.4,17.4,30.1,31.4,19.4
2017-09-26,25.1,19.4,31.4,27.3,19.9
2017-09-27,22.7,19.9,27.3,25.3,14.2
2017-09-28,19.2,14.2,25.3,23.5,11.2
2017-09-29,17.4,11.2,23.5,25.9,14.7
2017-09-30,20,14.7,25.9,21.2,15.5
2017-10-01,18.2,15.5,21.2,29.4,15.6
2017-10-02,22,15.6,29.4,23.6,13.4
2017-10-03,17.6,13.4,23.6,24.3,10.7
2017-10-04,16.7,10.7,24.3,23.4,13.9
2017-10-05,18.7,13.9,23.4,23.3,16.2
2017-10-06,18.9,16.2,23.3,28.8,16.9
2017-10-07,21.9,16.9,28.8,28.7,19.3
2017-10-08,23,19.3,28.7,27.6,19.8
2017-10-09,22.5,19.8,27.6,24.8,18.6
2017-10-10,21.4,18.6,24.8,21.7,12.2
2017-10-11,15.5,12.2,21.7,0,8.8
2017-10-12,11.4,8.8,0,18.9,6.1
2017-10-13,12.8,6.1,18.9,20.5,9
2017-10-14,14.4,9,20.5,23,9
2017-10-15,15.8,9,23,22,13.6
2017-10-16,16.6,13.6,22,23.9,9.2
2017-10-17,16.2,9.2,23.9,19.1,14.2
2017-10-18,16.5,14.2,19.1,23.2,11.9
2017-10-19,17,11.9,23.2,24.2,11.1
2017-10-20,17,11.1,24.2,25.2,11
2017-10-21,17.6,11,25.2,23.5,11
2017-10-22,16.3,11,23.5,20.6,8.6
2017-10-23,13.7,8.6,20.6,20.9,9.9
2017-10-24,14.4,9.9,20.9,20.6,9.5
2017-10-25,14.4,9.5,20.6,18.1,10.7
2017-10-26,14.5,10.7,18.1,24.2,11.9
2017-10-27,16.9,11.9,24.2,24.8,10.6
2017-10-28,17.2,10.6,24.8,17.2,6.3
2017-10-29,11.5,6.3,17.2,13.2,2.5
2017-10-30,7.7,2.5,13.2,16,3.6
2017-10-31,10.4,3.6,16,18.1,11.5
2017-11-01,14.4,11.5,18.1,18,14
2017-11-02,15.5,14,18,16.6,6.1
2017-11-03,12.3,6.1,16.6,13.7,4.5
2017-11-04,7.8,4.5,13.7,15.4,2.6
2017-11-05,8.4,2.6,15.4,16.5,8
2017-11-06,11.4,8,16.5,18.4,9.2
2017-11-07,14.4,9.2,18.4,17.2,6.9
2017-11-08,13.1,6.9,17.2,16.8,3.7
2017-11-09,9.4,3.7,16.8,15.9,5.3
2017-11-10,9.8,5.3,15.9,10.7,2.7
2017-11-11,5.9,2.7,10.7,11.4,0.3
2017-11-12,5.3,0.3,11.4,11.8,3.1
2017-11-13,8.4,3.1,11.8,11.4,2.9
2017-11-14,7.5,2.9,11.4,6.5,-1.1
2017-11-15,3.2,-1.1,6.5,6.4,-3.4
2017-11-16,1,-3.4,6.4,5.8,-1.6
2017-11-17,3,-1.6,5.8,2.6,-4.8
2017-11-18,-2.1,-4.8,2.6,3.5,-6.6
2017-11-19,-1.6,-6.6,3.5,4.2,-3.9
2017-11-20,-0.4,-3.9,4.2,8.1,-4.2
2017-11-21,1.3,-4.2,8.1,10.8,0.6
2017-11-22,4.3,0.6,10.8,4.7,-2.5
2017-11-23,0.9,-2.5,4.7,2.9,-2.5
2017-11-24,-0.4,-2.5,2.9,7.3,-3.3
2017-11-25,3,-3.3,7.3,7.6,-0.3
2017-11-26,3.3,-0.3,7.6,9.5,-2.9
2017-11-27,2.5,-2.9,9.5,11.2,1.3
2017-11-28,6.4,1.3,11.2,8.1,-1.8
2017-11-29,3.2,-1.8,8.1,2.7,-5.2
2017-11-30,-2.4,-5.2,2.7,3.1,-7.6
2017-12-01,-2.2,-7.6,3.1,8.1,-4.6
2017-12-02,1.9,-4.6,8.1,8.1,3.1
2017-12-03,4.9,3.1,8.1,4.5,-6.1
2017-12-04,-1.2,-6.1,4.5,-0.4,-8.2
2017-12-05,-4.2,-8.2,-0.4,6,-4.5
2017-12-06,0.2,-4.5,6,4.6,-3.5
2017-12-07,0.7,-3.5,4.6,-0.5,-7.1
2017-12-08,-3.8,-7.1,-0.5,5.4,-5.6
2017-12-09,-0.5,-5.6,5.4,6.7,-2.5
2017-12-10,1.1,-2.5,6.7,-2.5,-11
2017-12-11,-7,-11,-2.5,-5.2,-12.3
2017-12-12,-9.4,-12.3,-5.2,-4.4,-12
2017-12-13,-8.7,-12,-4.4,-1.9,-11.2
2017-12-14,-6.6,-11.2,-1.9,0.9,-7.5
2017-12-15,-3,-7.5,0.9,-2.6,-8.1
2017-12-16,-5.7,-8.1,-2.6,-2.3,-10.8
2017-12-17,-6.7,-10.8,-2.3,3.3,-5.9
2017-12-18,-1.6,-5.9,3.3,-1,-6.5
2017-12-19,-3.9,-6.5,-1,-0.1,-8.5
2017-12-20,-3.9,-8.5,-0.1,4.6,-5.6
2017-12-21,-0.9,-5.6,4.6,6.6,-1.9
2017-12-22,3.4,-1.9,6.6,8.7,5
2017-12-23,6.1,5,8.7,5.7,-0.6
2017-12-24,2.9,-0.6,5.7,0.6,-4.9
2017-12-25,-2.1,-4.9,0.6,-1.1,-7.9
2017-12-26,-3.8,-7.9,-1.1,-2.6,-10.3
2017-12-27,-6.9,-10.3,-2.6,0.8,-6.8
2017-12-28,-2.1,-6.8,0.8,6,-0.4
2017-12-29,2.1,-0.4,6,4.5,-1.2
2017-12-30,1.4,-1.2,4.5,3.3,-3.2
2017-12-31,-0.3,-3.2,3.3,3.8,-5.1
2018-01-01,-1.3,-5.1,3.8,1.8,-4.3
2018-01-02,-1.8,-4.3,1.8,-0.4,-7.1
2018-01-03,-4.7,-7.1,-0.4,-0.7,-8.7
2018-01-04,-4.7,-8.7,-0.7,1.6,-5.6
2018-01-05,-3,-5.6,1.6,2.9,-6.8
2018-01-06,-2.8,-6.8,2.9,2.8,-5.7
2018-01-07,-0.8,-5.7,2.8,4,-1.2
2018-01-08,1.3,-1.2,4,-1.2,-6.1
2018-01-09,-4.2,-6.1,-1.2,-4.8,-10.3
2018-01-10,-7.5,-10.3,-4.8,-7.4,-13.6
2018-01-11,-11.1,-13.6,-7.4,-5.4,-15.3
2018-01-12,-10.2,-15.3,-5.4,-1.2,-6.6
2018-01-13,-4.4,-6.6,-1.2,5.4,-4.4
2018-01-14,0.6,-4.4,5.4,7.7,1.8
2018-01-15,4.7,1.8,7.7,6.8,0.1
2018-01-16,3.5,0.1,6.8,8.7,2.4
2018-01-17,4.5,2.4,8.7,4.5,0.3
2018-01-18,2.1,0.3,4.5,5.5,-2.5
2018-01-19,1,-2.5,5.5,6.9,-1
2018-01-20,2.2,-1,6.9,5.5,-3.7
2018-01-21,0.4,-3.7,5.5,4,-5.3
2018-01-22,0.2,-5.3,4,-5.3,-14.6
2018-01-23,-11.7,-14.6,-5.3,-10.7,-16.3
2018-01-24,-14.2,-16.3,-10.7,-9.5,-16.4
2018-01-25,-14,-16.4,-9.5,-10.7,-17.8
2018-01-26,-14.8,-17.8,-10.7,-3.5,-15.9
2018-01-27,-9.9,-15.9,-3.5,-1.2,-9.3
2018-01-28,-6.3,-9.3,-1.2,-4.7,-11.6
2018-01-29,-8.5,-11.6,-4.7,-0.8,-11.4
2018-01-30,-5.3,-11.4,-0.8,0,-5.2
2018-01-31,-2.6,-5.2,0,1.2,-8.8
2018-02-01,-4,-8.8,1.2,3.8,-7.6
2018-02-02,-2.4,-7.6,3.8,-2.1,-10.4
2018-02-03,-7.3,-10.4,-2.1,-5.2,-12.8
2018-02-04,-9.5,-12.8,-5.2,-5.1,-11.8
2018-02-05,-9.4,-11.8,-5.1,-5.8,-12.8
2018-02-06,-10.1,-12.8,-5.8,-1.6,-13.4
2018-02-07,-8,-13.4,-1.6,2,-9.7
2018-02-08,-4.4,-9.7,2,6.1,-5.3
2018-02-09,0.4,-5.3,6.1,3.2,-6.9
2018-02-10,-0.5,-6.9,3.2,-2.2,-9.5
2018-02-11,-6.1,-9.5,-2.2,-1.8,-9.6
2018-02-12,-5.8,-9.6,-1.8,4.3,-7.4
2018-02-13,-0.8,-7.4,4.3,8.7,-0.7
2018-02-14,3.5,-0.7,8.7,4,-3.7
2018-02-15,-0.7,-3.7,4,4.9,-5.5
2018-02-16,-1.1,-5.5,4.9,1.4,-7.1
2018-02-17,-3,-7.1,1.4,5.2,-4.9
2018-02-18,-0.4,-4.9,5.2,6.8,-1.9
2018-02-19,1.8,-1.9,6.8,5.5,-2.4
2018-02-20,0.9,-2.4,5.5,4.4,-4.5
2018-02-21,-0.9,-4.5,4.4,5.4,-3.9
2018-02-22,1.3,-3.9,5.4,8.6,-0.3
2018-02-23,4.2,-0.3,8.6,7.2,-1.1
2018-02-24,2.4,-1.1,7.2,7.9,-1.6
2018-02-25,1.9,-1.6,7.9,10.4,-3.2
2018-02-26,3.1,-3.2,10.4,6.9,0.6
2018-02-27,4.2,0.6,6.9,7.8,1.8
2018-02-28,4.6,1.8,7.8,3,-4.3
2018-03-01,-0.2,-4.3,3,5.4,-6.7
2018-03-02,-0.7,-6.7,5.4,16.2,-0.1
2018-03-03,7.9,-0.1,16.2,11.9,7.6
2018-03-04,9.8,7.6,11.9,11.4,1.3
2018-03-05,5.5,1.3,11.4,10.9,-1.1
2018-03-06,4.5,-1.1,10.9,10.7,2.2
2018-03-07,6.4,2.2,10.7,9.7,2.7
2018-03-08,4.6,2.7,9.7,9.6,1.4
2018-03-09,4.5,1.4,9.6,9.7,0.7
2018-03-10,4.6,0.7,9.7,12.2,2.7
2018-03-11,6.4,2.7,12.2,15.5,2.2
2018-03-12,8,2.2,15.5,18.8,5.2
2018-03-13,12.4,5.2,18.8,22.1,13.6
2018-03-14,17,13.6,22.1,16.6,8.4
2018-03-15,12.4,8.4,16.6,12.2,3.6
2018-03-16,7.1,3.6,12.2,14,0.5
2018-03-17,6.6,0.5,14,12.5,5.4
2018-03-18,8.2,5.4,12.5,10.4,6.2
2018-03-19,8,6.2,10.4,9.1,1.6
2018-03-20,4.7,1.6,9.1,5.3,1.1
2018-03-21,2.1,1.1,5.3,11.6,0.6
2018-03-22,4.9,0.6,11.6,12.5,1.8
2018-03-23,6.1,1.8,12.5,13.1,4
2018-03-24,7.6,4,13.1,16.9,4.6
2018-03-25,9.6,4.6,16.9,18.1,5.3
2018-03-26,11,5.3,18.1,20,7.7
2018-03-27,13.3,7.7,20,19,9.4
2018-03-28,14,9.4,19,21.1,11.8
2018-03-29,15.4,11.8,21.1,21.9,9.8
2018-03-30,14.8,9.8,21.9,20.1,9.3
2018-03-31,14,9.3,20.1,18.5,11.7
2018-04-01,15.6,11.7,18.5,23.7,14.9
2018-04-02,18.4,14.9,23.7,21.2,14.9
2018-04-03,17.8,14.9,21.2,18.2,9.5
2018-04-04,13.4,9.5,18.2,9.5,6.7
2018-04-05,7.6,6.7,9.5,8.6,3
2018-04-06,5.8,3,8.6,8.6,1.4
2018-04-07,4.2,1.4,8.6,7.9,0.6
2018-04-08,3.9,0.6,7.9,15.4,0.1
2018-04-09,7.9,0.1,15.4,21.9,6.9
2018-04-10,15.1,6.9,21.9,17.3,8.7
2018-04-11,12.6,8.7,17.3,19.6,6.8
2018-04-12,13.3,6.8,19.6,19.3,8.3
2018-04-13,14.6,8.3,19.3,14.8,7.5
2018-04-14,9,7.5,14.8,14.2,5.6
2018-04-15,9.5,5.6,14.2,18.8,4.9
2018-04-16,11.6,4.9,18.8,20.1,6.8
