일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2014-01-08,0.5,-5.7,4,-4.3,-10.4
2014-01-09,-7.8,-10.4,-4.3,-0.9,-9.3
2014-01-10,-4.7,-9.3,-0.9,2.4,-5.4
2014-01-11,-1.7,-5.4,2.4,2.5,-7.7
2014-01-12,-2.4,-7.7,2.5,-1.6,-10.5
2014-01-13,-6.2,-10.5,-1.6,1.1,-8.9
2014-01-14,-4.3,-8.9,1.1,2.2,-7.6
2014-01-15,-2.9,-7.6,2.2,3.6,-4
2014-01-16,0.1,-4,3.6,3.8,-3.7
2014-01-17,-0.1,-3.7,3.8,0.8,-4.9
2014-01-18,-2.2,-4.9,0.8,2.4,-7.4
2014-01-19,-2.6,-7.4,2.4,1.9,-4.2
2014-01-20,-1.5,-4.2,1.9,-3.1,-7.2
2014-01-21,-5.5,-7.2,-3.1,1.6,-9.5
2014-01-22,-3.9,-9.5,1.6,4.1,-5.2
2014-01-23,-0.8,-5.2,4.1,5.7,-1.1
2014-01-24,3,-1.1,5.7,6.3,-0.4
2014-01-25,4.2,-0.4,6.3,2.3,-5.3
2014-01-26,-2.1,-5.3,2.3,6,-5.4
2014-01-27,0.2,-5.4,6,4.6,-3
2014-01-28,1.5,-3,4.6,8.2,-5.3
2014-01-29,2.2,-5.3,8.2,6.5,-1
2014-01-30,4,-1,6.5,7,-4.3
2014-01-31,1.3,-4.3,7,6,3.7
2014-02-01,4.9,3.7,6,6.5,2.8
2014-02-02,4.9,2.8,6.5,2.8,-8.2
2014-02-03,-3.5,-8.2,2.8,-3.7,-10.5
2014-02-04,-7.4,-10.5,-3.7,0.3,-8.9
2014-02-05,-4.8,-8.9,0.3,4.5,-5.2
2014-02-06,-1.3,-5.2,4.5,7.6,-2
2014-02-07,2.4,-2,7.6,2.5,-1.5
2014-02-08,0.2,-1.5,2.5,0.7,-3.4
2014-02-09,-1.6,-3.4,0.7,4.4,-2.9
2014-02-10,-0.1,-2.9,4.4,5.2,-3.8
2014-02-11,0.2,-3.8,5.2,5.1,-2
2014-02-12,1.2,-2,5.1,6.5,-2.1
2014-02-13,1.9,-2.1,6.5,7.6,-0.7
2014-02-14,2.7,-0.7,7.6,8.5,-1.9
2014-02-15,2.7,-1.9,8.5,8.1,-1.1
2014-02-16,2.8,-1.1,8.1,8.5,0.9
2014-02-17,4.2,0.9,8.5,5.4,0.3
2014-02-18,2.5,0.3,5.4,6.7,-1.9
2014-02-19,2.1,-1.9,6.7,5.5,-1.2
2014-02-20,1.2,-1.2,5.5,6.9,-4
2014-02-21,0.9,-4,6.9,7.4,-2.1
2014-02-22,2.2,-2.1,7.4,8.5,-1.8
2014-02-23,3.1,-1.8,8.5,9.3,-0.3
2014-02-24,4.1,-0.3,9.3,12.3,0.6
2014-02-25,5.7,0.6,12.3,16.4,1.4
2014-02-26,8.4,1.4,16.4,13.1,3.8
2014-02-27,7.7,3.8,13.1,12.3,1.3
2014-02-28,6.7,1.3,12.3,9.4,3.3
2014-03-01,6,3.3,9.4,10.1,-0.2
2014-03-02,4.5,-0.2,10.1,11.9,-1
2014-03-03,5.2,-1,11.9,12.3,2.2
2014-03-04,6.3,2.2,12.3,5.3,-1.4
2014-03-05,1.4,-1.4,5.3,5,-3
2014-03-06,0.3,-3,5,4.3,-4.6
2014-03-07,-0.6,-4.6,4.3,7,-2.2
2014-03-08,2,-2.2,7,4.8,-1.6
2014-03-09,1.4,-1.6,4.8,7.7,-3.6
2014-03-10,1.5,-3.6,7.7,9.4,-0.9
2014-03-11,4.5,-0.9,9.4,9.5,4
2014-03-12,6.9,4,9.5,8.3,1.6
2014-03-13,5.2,1.6,8.3,8.5,-1.5
2014-03-14,3.4,-1.5,8.5,13.4,0.1
2014-03-15,6.8,0.1,13.4,18.5,5.7
2014-03-16,11.3,5.7,18.5,19.4,6.9
2014-03-17,12.6,6.9,19.4,16,7.7
2014-03-18,10.5,7.7,16,12.3,7.4
2014-03-19,9.6,7.4,12.3,10.3,2.8
2014-03-20,6.3,2.8,10.3,12,1.2
2014-03-21,5.9,1.2,12,15.5,2.3
2014-03-22,8.6,2.3,15.5,15.5,4.6
2014-03-23,9.6,4.6,15.5,15.3,4.6
2014-03-24,10.9,4.6,15.3,18.2,11.9
2014-03-25,14.6,11.9,18.2,21.9,11.8
2014-03-26,15.4,11.8,21.9,20.4,7.7
2014-03-27,13.5,7.7,20.4,23.8,11.3
2014-03-28,16.6,11.3,23.8,18,13.2
2014-03-29,15,13.2,18,20.6,10.2
2014-03-30,14.9,10.2,20.6,20.2,8.8
2014-03-31,14.5,8.8,20.2,23,9.5
2014-04-01,15.6,9.5,23,21.9,9.9
2014-04-02,15.5,9.9,21.9,13.6,5.5
2014-04-03,10.2,5.5,13.6,11.7,2.3
2014-04-04,6.6,2.3,11.7,11,3.5
2014-04-05,6.2,3.5,11,12.8,2.3
2014-04-06,7.4,2.3,12.8,16.7,4.9
2014-04-07,10.3,4.9,16.7,19.7,5.7
2014-04-08,11.9,5.7,19.7,15.3,7
2014-04-09,10.3,7,15.3,20,7.2
2014-04-10,12.5,7.2,20,18.7,10.1
2014-04-11,13.6,10.1,18.7,17.2,11.1
2014-04-12,14.3,11.1,17.2,24.3,13.2
2014-04-13,17.2,13.2,24.3,22.4,12.1
2014-04-14,16.3,12.1,22.4,16.8,9.3
2014-04-15,12.9,9.3,16.8,19.4,10
2014-04-16,14,10,19.4,20.9,8.4
2014-04-17,14.7,8.4,20.9,23,12
2014-04-18,15.9,12,23,18.4,11.4
2014-04-19,14,11.4,18.4,21.6,10
2014-04-20,14.6,10,21.6,21.4,9.8
2014-04-21,15.1,9.8,21.4,23.3,9.6
2014-04-22,16,9.6,23.3,24.9,10.4
2014-04-23,17.2,10.4,24.9,26.2,12.1
2014-04-24,18.6,12.1,26.2,25.9,12.3
2014-04-25,19,12.3,25.9,25.4,13.3
2014-04-26,18.7,13.3,25.4,18.3,13.6
2014-04-27,15.6,13.6,18.3,15,12.2
2014-04-28,13.6,12.2,15,18.9,11.9
2014-04-29,15,11.9,18.9,21.4,11.4
2014-04-30,16.1,11.4,21.4,22.1,10.4
2014-05-01,16,10.4,22.1,24.8,11.1
2014-05-02,15.7,11.1,24.8,19.3,8
2014-05-03,13.1,8,19.3,20.5,8.5
2014-05-04,12.3,8.5,20.5,15.5,6.8
2014-05-05,11.3,6.8,15.5,19,7.6
2014-05-06,13.1,7.6,19,22.3,8.7
2014-05-07,15.7,8.7,22.3,19.5,11.5
2014-05-08,14.5,11.5,19.5,23.8,9.8
2014-05-09,16.8,9.8,23.8,28.3,12.9
2014-05-10,20.5,12.9,28.3,23.8,15.9
2014-05-11,18.9,15.9,23.8,20.4,13.6
2014-05-12,16.4,13.6,20.4,25.6,11.9
2014-05-13,19.2,11.9,25.6,25.9,15.3
2014-05-14,19.6,15.3,25.9,23.7,14.5
2014-05-15,18.2,14.5,23.7,26.2,12.3
2014-05-16,19,12.3,26.2,26.2,14.3
2014-05-17,20,14.3,26.2,27.1,13.7
2014-05-18,20.3,13.7,27.1,26.2,14.1
2014-05-19,20,14.1,26.2,28.4,16.1
2014-05-20,21.5,16.1,28.4,26.5,15.9
2014-05-21,20.1,15.9,26.5,28.3,13.6
2014-05-22,20.9,13.6,28.3,27.8,17.6
2014-05-23,22,17.6,27.8,27.9,16.9
2014-05-24,21.3,16.9,27.9,24.9,18.3
2014-05-25,20.5,18.3,24.9,24.7,16.5
2014-05-26,19.4,16.5,24.7,28.3,16.7
2014-05-27,22.8,16.7,28.3,29.8,19.9
2014-05-28,24,19.9,29.8,30.9,17.5
2014-05-29,23.2,17.5,30.9,31.8,17.3
2014-05-30,24.8,17.3,31.8,33.3,20.5
2014-05-31,26.2,20.5,33.3,29.9,20.4
2014-06-01,24.7,20.4,29.9,24.6,20.6
2014-06-02,22.6,20.6,24.6,21,17.5
2014-06-03,18.7,17.5,21,27.8,18.7
2014-06-04,22.8,18.7,27.8,26.1,20.4
2014-06-05,22.9,20.4,26.1,31.1,18.8
2014-06-06,24.4,18.8,31.1,27.1,19.7
2014-06-07,23.5,19.7,27.1,24.5,19.2
2014-06-08,21.4,19.2,24.5,28.7,18.5
2014-06-09,22.9,18.5,28.7,29.3,20
2014-06-10,23.6,20,29.3,26.9,18.3
2014-06-11,20.5,18.3,26.9,27.1,17.3
2014-06-12,21.2,17.3,27.1,25.8,18.4
2014-06-13,21.3,18.4,25.8,27.7,18.3
2014-06-14,22.5,18.3,27.7,28.5,19.5
2014-06-15,23.2,19.5,28.5,29,19.1
2014-06-16,23.9,19.1,29,30.7,21.5
2014-06-17,24.5,21.5,30.7,29.1,20.5
2014-06-18,24.4,20.5,29.1,25.6,20.8
2014-06-19,22.5,20.8,25.6,28.6,20.7
2014-06-20,24.2,20.7,28.6,28.2,19.8
2014-06-21,23.1,19.8,28.2,29,20.2
2014-06-22,23.7,20.2,29,23.2,19.4
2014-06-23,21,19.4,23.2,27.2,19.4
2014-06-24,22.9,19.4,27.2,29,20.2
2014-06-25,23.8,20.2,29,29.5,20.2
2014-06-26,24.4,20.2,29.5,29.5,20.6
2014-06-27,24.1,20.6,29.5,28.4,21.3
2014-06-28,23.8,21.3,28.4,29.8,20.9
2014-06-29,24.1,20.9,29.8,30.2,21.2
2014-06-30,25.3,21.2,30.2,31.2,21.1
2014-07-01,26,21.1,31.2,31.1,22.1
2014-07-02,25.7,22.1,31.1,24.7,21.4
2014-07-03,22.6,21.4,24.7,32.3,21.6
2014-07-04,26.8,21.6,32.3,29.7,22.3
2014-07-05,25.7,22.3,29.7,29.5,23
2014-07-06,25.7,23,29.5,33.8,20.8
2014-07-07,27.1,20.8,33.8,29.3,23.7
2014-07-08,25.9,23.7,29.3,33,25.6
2014-07-09,27.6,25.6,33,33.6,24.6
2014-07-10,28.9,24.6,33.6,32.8,23
2014-07-11,27.1,23,32.8,29.6,22.9
2014-07-12,25.3,22.9,29.6,29.4,23
2014-07-13,25.4,23,29.4,30.7,22.8
2014-07-14,26.4,22.8,30.7,32.3,23.9
2014-07-15,26.8,23.9,32.3,32.2,23.5
2014-07-16,26.6,23.5,32.2,29.6,23.6
2014-07-17,25.9,23.6,29.6,30.6,22.6
2014-07-18,26.1,22.6,30.6,30.7,24.7
2014-07-19,27,24.7,30.7,33.2,24.6
2014-07-20,27.9,24.6,33.2,31.6,24.4
2014-07-21,27.3,24.4,31.6,28.2,24.6
2014-07-22,25.9,24.6,28.2,25.2,21.7
2014-07-23,23.6,21.7,25.2,24.5,19.1
2014-07-24,21.9,19.1,24.5,33.7,22.1
2014-07-25,27.5,22.1,33.7,27.3,20.8
2014-07-26,22.6,20.8,27.3,30.6,21.4
2014-07-27,25,21.4,30.6,31.3,21.6
2014-07-28,26.6,21.6,31.3,30.1,23.4
2014-07-29,26.5,23.4,30.1,33.5,25
2014-07-30,28.6,25,33.5,34.4,25.8
2014-07-31,28.6,25.8,34.4,34.7,24.7
2014-08-01,30.2,24.7,34.7,35.8,28.7
2014-08-02,31.4,28.7,35.8,30.5,24.1
2014-08-03,26.5,24.1,30.5,29.6,24.7
2014-08-04,26.4,24.7,29.6,29.2,25
2014-08-05,26.6,25,29.2,26.2,22.5
2014-08-06,24.4,22.5,26.2,27.1,22.6
2014-08-07,24.7,22.6,27.1,30.6,21.9
2014-08-08,26.1,21.9,30.6,31.6,22.3
2014-08-09,26.5,22.3,31.6,27.7,19.6
2014-08-10,23.4,19.6,27.7,28.6,18.3
2014-08-11,23.7,18.3,28.6,30.4,22.3
2014-08-12,25.8,22.3,30.4,26.7,22.5
2014-08-13,24.2,22.5,26.7,24.2,21.4
2014-08-14,22.3,21.4,24.2,29.6,20.9
2014-08-15,24.9,20.9,29.6,31.8,22.2
2014-08-16,26.1,22.2,31.8,25,22.9
2014-08-17,24,22.9,25,24.4,20.9
2014-08-18,22.3,20.9,24.4,25.3,20.4
2014-08-19,22.3,20.4,25.3,28,22.4
2014-08-20,24.8,22.4,28,24.6,21.8
2014-08-21,23.1,21.8,24.6,28.2,21.8
2014-08-22,24.7,21.8,28.2,29.7,22.8
2014-08-23,25.2,22.8,29.7,30.7,20.7
2014-08-24,25.6,20.7,30.7,28.6,24.1
2014-08-25,25.9,24.1,28.6,29.6,21.6
2014-08-26,25.4,21.6,29.6,28.6,21.1
2014-08-27,24.6,21.1,28.6,30.7,19.8
2014-08-28,25.1,19.8,30.7,30.1,21
2014-08-29,25.2,21,30.1,30.7,19.9
2014-08-30,24.6,19.9,30.7,29,20.7
2014-08-31,24.1,20.7,29,29.7,20.4
2014-09-01,24.1,20.4,29.7,27.7,19.3
2014-09-02,23.1,19.3,27.7,20.6,17.4
2014-09-03,19.1,17.4,20.6,27.6,18
2014-09-04,22.4,18,27.6,29,20
2014-09-05,23.8,20,29,30.8,20.3
2014-09-06,25.2,20.3,30.8,31.3,19.8
2014-09-07,25.3,19.8,31.3,30.2,20.6
2014-09-08,24.8,20.6,30.2,28.2,19.9
2014-09-09,23.3,19.9,28.2,28.9,16.7
2014-09-10,22.4,16.7,28.9,29.2,17.5
2014-09-11,23.3,17.5,29.2,26.6,18.6
2014-09-12,21.3,18.6,26.6,28.3,18.6
2014-09-13,23.1,18.6,28.3,28.4,18.2
2014-09-14,23,18.2,28.4,27.5,20.6
2014-09-15,23.1,20.6,27.5,27,15.8
2014-09-16,21.3,15.8,27,22.6,17.6
2014-09-17,20.2,17.6,22.6,27,16.2
2014-09-18,20.6,16.2,27,28.4,14.9
2014-09-19,21.4,14.9,28.4,28.1,15.4
2014-09-20,21.6,15.4,28.1,25.6,17.5
2014-09-21,20.2,17.5,25.6,27.9,15
2014-09-22,21.4,15,27.9,29,18.1
2014-09-23,23,18.1,29,23.8,18
2014-09-24,20.3,18,23.8,27.7,17.7
2014-09-25,22.2,17.7,27.7,24.2,18.6
2014-09-26,21,18.6,24.2,25.1,18.3
2014-09-27,21.4,18.3,25.1,24.7,19.2
2014-09-28,21.7,19.2,24.7,20.7,17.7
2014-09-29,19.4,17.7,20.7,23.7,15.4
2014-09-30,18.9,15.4,23.7,24.4,14.9
2014-10-01,19.2,14.9,24.4,20.1,17.1
2014-10-02,18.1,17.1,20.1,20.8,13.4
2014-10-03,16.1,13.4,20.8,23,11.6
2014-10-04,16.9,11.6,23,23.2,12.5
2014-10-05,17.1,12.5,23.2,22.6,10.5
2014-10-06,16.6,10.5,22.6,22.5,11.6
2014-10-07,16.1,11.6,22.5,23.6,10
2014-10-08,16.7,10,23.6,25.4,12.4
2014-10-09,18.6,12.4,25.4,26.3,12.5
2014-10-10,19,12.5,26.3,25.6,13.6
2014-10-11,19.4,13.6,25.6,29,13.9
2014-10-12,21.2,13.9,29,21.7,11
2014-10-13,17.4,11,21.7,20,8.5
2014-10-14,13.8,8.5,20,20,8.9
2014-10-15,13.8,8.9,20,18,9.3
2014-10-16,13.2,9.3,18,21.2,6.6
2014-10-17,13.6,6.6,21.2,22.5,9.4
2014-10-18,15.5,9.4,22.5,22.7,11.2
2014-10-19,17,11.2,22.7,17.1,12.9
2014-10-20,14.4,12.9,17.1,15.7,11.9
2014-10-21,13.8,11.9,15.7,18.7,10.4
2014-10-22,13.6,10.4,18.7,20.6,8.5
2014-10-23,13.8,8.5,20.6,21,9.9
2014-10-24,15.1,9.9,21,22.2,12.9
2014-10-25,16.5,12.9,22.2,19.9,11.6
2014-10-26,16,11.6,19.9,16.9,6.1
2014-10-27,10.7,6.1,16.9,19.4,2.7
2014-10-28,10.2,2.7,19.4,20.8,4.9
2014-10-29,12.1,4.9,20.8,20.8,7.7
2014-10-30,14.2,7.7,20.8,18.2,12.8
2014-10-31,15,12.8,18.2,22.9,15.1
2014-11-01,17.3,15.1,22.9,15.4,7.1
2014-11-02,12,7.1,15.4,14.8,3.8
2014-11-03,9.3,3.8,14.8,18.5,5.4
2014-11-04,11.3,5.4,18.5,18.4,6.4
2014-11-05,12.4,6.4,18.4,17.7,9.5
2014-11-06,13.5,9.5,17.7,16.5,5.1
2014-11-07,9.8,5.1,16.5,15.1,6.9
2014-11-08,9.9,6.9,15.1,15.5,6.3
2014-11-09,10,6.3,15.5,16.5,3.5
2014-11-10,9.4,3.5,16.5,14.5,4.6
2014-11-11,9.4,4.6,14.5,10,-1.3
2014-11-12,6,-1.3,10,4.3,-3.1
2014-11-13,-0.2,-3.1,4.3,10,-1.4
2014-11-14,4.2,-1.4,10,9.5,-0.5
2014-11-15,4.1,-0.5,9.5,12.4,2.6
2014-11-16,6.6,2.6,12.4,9,3.8
2014-11-17,6.2,3.8,9,10.4,1.7
2014-11-18,5,1.7,10.4,12.6,-0.6
2014-11-19,5.6,-0.6,12.6,14.6,2.7
2014-11-20,7.9,2.7,14.6,16.5,5.9
2014-11-21,11.3,5.9,16.5,12.7,8
2014-11-22,11,8,12.7,12.3,6.3
2014-11-23,9,6.3,12.3,13.2,8
2014-11-24,9.8,8,13.2,15.1,6.6
2014-11-25,10.2,6.6,15.1,16.3,8.2
2014-11-26,11,8.2,16.3,14.9,6.7
2014-11-27,10.4,6.7,14.9,10.1,6.5
2014-11-28,8.8,6.5,10.1,12.8,5.5
2014-11-29,8.3,5.5,12.8,11.1,7.2
2014-11-30,9.1,7.2,11.1,7.9,-7.2
2014-12-01,-1.1,-7.2,7.9,-2.7,-8.2
2014-12-02,-5.4,-8.2,-2.7,-0.5,-6.5
2014-12-03,-3.3,-6.5,-0.5,-0.2,-7.4
2014-12-04,-4.6,-7.4,-0.2,-2.5,-10.1
2014-12-05,-6.6,-10.1,-2.5,-0.5,-8.8
2014-12-06,-5.6,-8.8,-0.5,0.2,-8.2
2014-12-07,-3.4,-8.2,0.2,2.7,-4.8
2014-12-08,-1.6,-4.8,2.7,4.1,-7.4
2014-12-09,-2.4,-7.4,4.1,4.2,-1.9
2014-12-10,1.6,-1.9,4.2,3.2,-5.2
2014-12-11,-1.5,-5.2,3.2,0.5,-7
2014-12-12,-3.8,-7,0.5,-2,-7.3
2014-12-13,-5.2,-7.3,-2,0.6,-8.6
2014-12-14,-3.6,-8.6,0.6,2,-1.7
2014-12-15,-0.1,-1.7,2,1.7,-9.4
2014-12-16,-4.9,-9.4,1.7,-5.2,-11.1
2014-12-17,-9,-11.1,-5.2,-2.2,-13.2
2014-12-18,-8.3,-13.2,-2.2,0,-8.1
2014-12-19,-3.8,-8.1,0,2.1,-6.6
2014-12-20,-1.7,-6.6,2.1,-1.3,-9
2014-12-21,-6.4,-9,-1.3,0.8,-9.7
2014-12-22,-4.7,-9.7,0.8,1.8,-5.7
2014-12-23,-1.3,-5.7,1.8,6.4,-3.1
2014-12-24,1.7,-3.1,6.4,1.8,-5.9
2014-12-25,-2.6,-5.9,1.8,2.5,-7.4
2014-12-26,-3.2,-7.4,2.5,5,-6.3
2014-12-27,-1.8,-6.3,5,1.6,-3.6
2014-12-28,-0.8,-3.6,1.6,6.4,-0.5
2014-12-29,2.9,-0.5,6.4,6.3,-1.6
2014-12-30,1.9,-1.6,6.3,1.7,-6.9
2014-12-31,-1.9,-6.9,1.7,-4.3,-9.8
2015-01-01,-7.7,-9.8,-4.3,-1.9,-9
2015-01-02,-6,-9,-1.9,3.1,-9.2
2015-01-03,-2.7,-9.2,3.1,8.5,0.2
2015-01-04,2.5,0.2,8.5,7.9,-1.1
2015-01-05,3.7,-1.1,7.9,4,-7.6
2015-01-06,-3.2,-7.6,4,-0.6,-8.9
2015-01-07,-5.5,-8.9,-0.6,-0.2,-9.5
2015-01-08,-5.1,-9.5,-0.2,3.5,-6.8
2015-01-09,-2.1,-6.8,3.5,4.8,-5.6
2015-01-10,-0.3,-5.6,4.8,2.5,-4.3
2015-01-11,-0.4,-4.3,2.5,3.7,-7.3
2015-01-12,-2.7,-7.3,3.7,5.8,-5.1
2015-01-13,0.2,-5.1,5.8,6.1,-0.3
2015-01-14,2.5,-0.3,6.1,9,-1.1
2015-01-15,2.8,-1.1,9,3.4,-2.5
2015-01-16,0.8,-2.5,3.4,0,-7.7
2015-01-17,-4.1,-7.7,0,2.1,-6.5
2015-01-18,-1.3,-6.5,2.1,3.1,-4
2015-01-19,-0.1,-4,3.1,4.4,-6.4
2015-01-20,-0.9,-6.4,4.4,6.5,-1.2
2015-01-21,2.6,-1.2,6.5,7.1,0.8
2015-01-22,3.1,0.8,7.1,4.9,-1.6
2015-01-23,1.2,-1.6,4.9,8.4,0.8
2015-01-24,3.7,0.8,8.4,5,1.1
2015-01-25,3,1.1,5,6.5,0.2
2015-01-26,3.6,0.2,6.5,0.5,-7.4
2015-01-27,-3.6,-7.4,0.5,2.7,-9.1
2015-01-28,-4.1,-9.1,2.7,3,-4.6
2015-01-29,-1.1,-4.6,3,0.8,-7
2015-01-30,-3.3,-7,0.8,0.8,-8.5
2015-01-31,-4.5,-8.5,0.8,3.6,-8.2
2015-02-01,-3,-8.2,3.6,6.4,-5.3
2015-02-02,-0.6,-5.3,6.4,7.2,-3.5
2015-02-03,0.6,-3.5,7.2,5.8,-3.1
2015-02-04,0.4,-3.1,5.8,4.8,-3.8
2015-02-05,-0.1,-3.8,4.8,6.5,-4.3
2015-02-06,0.4,-4.3,6.5,5.7,-2.7
2015-02-07,1.2,-2.7,5.7,-2.8,-11.9
2015-02-08,-9.8,-11.9,-2.8,-0.1,-13
2015-02-09,-5.7,-13,-0.1,5.8,-2
2015-02-10,1.7,-2,5.8,8,-0.8
2015-02-11,2.7,-0.8,8,1.6,-4.7
2015-02-12,-2.2,-4.7,1.6,4,-6.4
2015-02-13,-1.6,-6.4,4,6.6,-3.1
2015-02-14,2,-3.1,6.6,13,3.2
2015-02-15,7.9,3.2,13,7.9,4.1
2015-02-16,5,4.1,7.9,4.1,0.5
2015-02-17,1.9,0.5,4.1,3.3,-1.5
2015-02-18,0.8,-1.5,3.3,8.6,-2.7
2015-02-19,2.2,-2.7,8.6,11.4,-1.3
2015-02-20,5.2,-1.3,11.4,6.7,4.8
2015-02-21,5.7,4.8,6.7,7,-0.7
2015-02-22,3.5,-0.7,7,5.9,-2.4
2015-02-23,0.9,-2.4,5.9,7.5,-1.1
2015-02-24,2.1,-1.1,7.5,12.5,0.2
2015-02-25,5.4,0.2,12.5,4.7,-3.5
2015-02-26,1.2,-3.5,4.7,4.8,-5.6
2015-02-27,-1.3,-5.6,4.8,6.4,-2
2015-02-28,2.7,-2,6.4,5.9,-0.2
2015-03-01,2.4,-0.2,5.9,9.7,-1.9
2015-03-02,3.9,-1.9,9.7,6.7,-1.3
2015-03-03,2.8,-1.3,6.7,1.4,-4.6
2015-03-04,-2.1,-4.6,1.4,5.5,-5.4
2015-03-05,-0.3,-5.4,5.5,10.4,-3.2
2015-03-06,2.9,-3.2,10.4,11,-2.3
2015-03-07,4.2,-2.3,11,15.1,0.4
2015-03-08,7.7,0.4,15.1,8.2,-5.4
2015-03-09,2.2,-5.4,8.2,1,-6.9
2015-03-10,-3.4,-6.9,1,7.5,-5.1
2015-03-11,0.4,-5.1,7.5,6.7,-3.5
2015-03-12,2.1,-3.5,6.7,11,1.8
2015-03-13,5.6,1.8,11,11.6,-1.2
2015-03-14,4.3,-1.2,11.6,12.5,0
2015-03-15,5.5,0,12.5,18.6,1.3
2015-03-16,9.8,1.3,18.6,16.1,6.9
2015-03-17,10.7,6.9,16.1,14.4,8.4
2015-03-18,10.7,8.4,14.4,21,6.5
2015-03-19,12.4,6.5,21,21.9,7.6
2015-03-20,13.4,7.6,21.9,17.8,6.9
2015-03-21,11.7,6.9,17.8,14.9,2.2
2015-03-22,8.3,2.2,14.9,10.1,0
2015-03-23,4.6,0,10.1,12.4,-0.9
2015-03-24,5.4,-0.9,12.4,14.2,0.1
2015-03-25,6.5,0.1,14.2,14.8,1.6
2015-03-26,7.9,1.6,14.8,16.2,3.2
2015-03-27,9.1,3.2,16.2,17,2.5
2015-03-28,9.7,2.5,17,16.5,7
2015-03-29,10.5,7,16.5,20.8,5.9
2015-03-30,13.2,5.9,20.8,14.9,10
2015-03-31,12.9,10,14.9,17.6,10
2015-04-01,12.9,10,17.6,21.8,8.5
2015-04-02,14.8,8.5,21.8,15.1,6.9
2015-04-03,10.6,6.9,15.1,18.5,8.9
2015-04-04,13.5,8.9,18.5,12.2,10.1
2015-04-05,10.5,10.1,12.2,15.4,6.9
2015-04-06,10.3,6.9,15.4,12.2,5.5
2015-04-07,8.4,5.5,12.2,13.7,3.5
2015-04-08,8.3,3.5,13.7,16.3,3.8
2015-04-09,9.6,3.8,16.3,19.2,4.6
2015-04-10,11.6,4.6,19.2,20.7,6.7
2015-04-11,13.5,6.7,20.7,20.4,9.1
2015-04-12,14.9,9.1,20.4,17.6,7.4
2015-04-13,12,7.4,17.6,8,5.8
2015-04-14,6.9,5.8,8,17,5.6
2015-04-15,11.1,5.6,17,14.8,6.9
2015-04-16,9.9,6.9,14.8,16.1,4.8
2015-04-17,10.5,4.8,16.1,23.7,5.2
2015-04-18,15.2,5.2,23.7,17.3,11.2
2015-04-19,14.5,11.2,17.3,16.8,10.3
2015-04-20,12.2,10.3,16.8,20.9,7.7
2015-04-21,14,7.7,20.9,20.7,9.3
2015-04-22,14.2,9.3,20.7,20.1,8
2015-04-23,14.5,8,20.1,22.8,10.4
2015-04-24,15.7,10.4,22.8,23,9.2
2015-04-25,15.9,9.2,23,24.4,9.9
2015-04-26,17.3,9.9,24.4,24.9,12.7
2015-04-27,18.5,12.7,24.9,26.9,12.3
2015-04-28,20.3,12.3,26.9,18.4,15.8
2015-04-29,17,15.8,18.4,28.3,15.1
2015-04-30,21.2,15.1,28.3,27.2,15.9
2015-05-01,21,15.9,27.2,26,15.8
2015-05-02,20.7,15.8,26,19.6,17.1
2015-05-03,18.3,17.1,19.6,20.1,12.5
2015-05-04,16.1,12.5,20.1,19.9,8.3
2015-05-05,14.2,8.3,19.9,22,9.8
2015-05-06,15.4,9.8,22,24,10.6
2015-05-07,16.5,10.6,24,22.7,11.7
2015-05-08,16.7,11.7,22.7,24,12.6
2015-05-09,17.6,12.6,24,25.9,13.5
2015-05-10,19.1,13.5,25.9,24.1,14.4
2015-05-11,18.4,14.4,24.1,17.5,10.3
2015-05-12,13.3,10.3,17.5,21.4,11.8
2015-05-13,17.4,11.8,21.4,26.6,15.3
2015-05-14,20.4,15.3,26.6,23.7,16.3
2015-05-15,19.1,16.3,23.7,25.2,11.6
2015-05-16,18,11.6,25.2,25.2,11.7
2015-05-17,18.6,11.7,25.2,22.2,13.7
2015-05-18,17.7,13.7,22.2,16.2,13
2015-05-19,14.8,13,16.2,21.9,10.6
2015-05-20,16.3,10.6,21.9,26,12.6
2015-05-21,18.7,12.6,26,27.2,13.7
2015-05-22,20,13.7,27.2,28.3,13.6
2015-05-23,20.6,13.6,28.3,28.5,14
2015-05-24,21,14,28.5,28.7,14.4
2015-05-25,20.8,14.4,28.7,30.3,14.1
2015-05-26,21.5,14.1,30.3,31.5,14.4
2015-05-27,23.2,14.4,31.5,32.2,16.7
2015-05-28,24.3,16.7,32.2,29.8,18.5
2015-05-29,23.8,18.5,29.8,23.2,17
2015-05-30,19.8,17,23.2,30.4,15.3
2015-05-31,22.1,15.3,30.4,28.5,15.8
2015-06-01,21.7,15.8,28.5,29.8,18.1
2015-06-02,23.1,18.1,29.8,29.4,17.1
2015-06-03,23.3,17.1,29.4,31.5,17.1
2015-06-04,24.2,17.1,31.5,22,17.5
2015-06-05,19.1,17.5,22,28.9,16.4
2015-06-06,22.4,16.4,28.9,31.5,18.7
2015-06-07,23.4,18.7,31.5,27.8,18.2
2015-06-08,22.4,18.2,27.8,28.1,18.8
2015-06-09,22.2,18.8,28.1,34.9,17.6
2015-06-10,25.3,17.6,34.9,30.2,20.7
2015-06-11,24.6,20.7,30.2,29.9,19.4
